ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-3000.6666666666665,-750.5964912280701,1080.8508771929824,3585.4298245614036,3763.964912280702,-2742.2719298245615,2032.798164161489,1495.9760295427006,2014.99319137445,20208.72532737619,17277.339303433277,19832.57465199009,3621.524489987462,1672.3282278770475,2283.757843109666,20492.39015645958,17698.3411959347,19989.480697861447,9771.0,3583.815789473684,210.0,98304.0,16832.0,128.0,24208.64721690626,24208.64721690626,3721521767.8852677,3721521767.8852677,4.060484718057949,13.95951692950498,142.16571053973698,250.541554388257,-0.05544453159217009,-0.05544453159217009
-2963.684210526316,-1158.2631578947369,1110.3333333333333,4397.5526315789475,5379.122807017544,-297.0263157894737,2267.0299391937792,2338.62004700014,1998.060029645324,17569.065167161498,14434.621781024967,18248.127562737256,3722.235868352397,2609.1048340547222,2286.59050944736,18086.374730816256,15442.878123485987,18247.131779658153,15391.0,3505.8070175438597,3.0,55518.0,17626.333333333332,205.0,1876.0841536451464,1876.0841536451464,205056814.027054,205056814.027054,5.431726888528666,3.24812826304864,216.9682213116901,108.73224699616291,-0.0561770785309614,-0.0561770785309614
-2754.1652173913044,-740.008695652174,1011.8260869565217,5028.695652173913,4638.695652173913,-3109.9304347826087,2007.6845022266257,1600.8817337466178,2154.2929304026275,19746.25412504455,15804.689677791619,19595.46572373736,3409.38276321198,1770.5795833199832,2377.6844380523926,20360.39865373786,16467.944693700625,19816.337040980583,11369.0,3461.3739130434783,32.0,85707.0,16534.05217391304,129.0,2688.933750514817,2688.933750514817,43799312.19566699,43799312.19566699,4.094920765123823,7.236602394321857,143.0618292986051,179.67192622057655,-0.05576489202895716,-0.05576489202895716
-2695.2017543859647,-564.2631578947369,805.8245614035088,5493.798245614035,2528.7982456140353,-5983.640350877193,2065.0479163736186,1747.6562335211106,1667.8986153391995,17014.049216500072,13464.550089095117,18719.489278338155,3392.0787667224245,1839.888450089279,1850.0346416860946,17863.483296938477,13698.59656244762,19576.51921711045,13180.0,3229.9912280701756,40.0,72206.0,14799.991228070176,43.0,2997.1004144422386,2997.1004144422386,40523233.94950256,40523233.94950256,4.560001719072643,5.344584108552566,191.48375463279643,129.9170993718958,-0.0562816448141209,-0.0562816448141209
-2614.365217391304,-726.9652173913043,1059.4260869565217,8414.260869565218,2895.3739130434783,-6351.695652173913,1548.0649880767119,1613.5679303720708,2012.6664696474752,18287.47366194331,13759.117825688028,19949.236638501476,3039.851034679739,1770.0986241253438,2274.5895033380534,20068.149723856717,14069.15129976404,20873.135530587177,9312.0,2866.3565217391306,82.0,50249.0,15557.48695652174,392.0,2834.0187895417116,2834.0187895417116,34991359.57174354,34991359.57174354,3.277729590093934,3.6518986608415576,106.38211621853222,119.23848793058258,-0.05639163609925943,-0.05639163609925943
-2804.877192982456,-905.1140350877193,1124.1315789473683,2801.1315789473683,5723.105263157895,543.0175438596491,2115.881519343585,2093.048020169784,1880.0772170802547,17118.775237272996,14342.698767999684,18526.854819631204,3512.27767355321,2280.2104800507636,2189.0126609557474,17311.13302944547,15451.746371521394,18537.64936460155,13405.0,3504.8596491228072,184.0,72751.0,18075.815789473683,25.0,1759.0579498568468,1759.0579498568468,17067617.800409373,17067617.800409373,4.511098087363936,3.4584312757486546,189.47137851602147,111.75158512266347,-0.05636326557950265,-0.05636326557950265
-3007.4434782608696,-1017.1304347826087,869.4956521739131,6416.582608695652,5225.982608695652,-4754.704347826087,2100.6090330533607,1667.6992469573051,2389.0973689961356,21151.373478878908,15886.659061406868,21799.936504274345,3676.5104319887,1957.0404274778302,2542.112962290126,22067.222272155046,16728.863722945127,22287.28765072338,12122.0,3759.060869565217,36.0,46095.0,17587.721739130433,341.0,1788.1904260589888,1788.1904260589888,15062286.359050442,15062286.359050442,3.4530538106411988,1.9994250624645742,135.05757156672294,55.51803092986992,-0.05603942607484703,-0.05603942607484703
-3009.315789473684,-988.3070175438596,1049.7368421052631,5471.991228070176,6283.535087719299,-2237.7105263157896,2211.7031290136697,2380.878539155198,1980.169991943062,18102.43824773771,14852.50911341301,18947.732794631236,3731.3596059307833,2579.2804535169757,2241.225530193912,18871.933882950525,16163.07595926321,19065.308981765163,14605.0,3508.4122807017543,20.0,88861.0,18059.956140350878,101.0,910.5466420806105,910.5466420806105,3712662.717585229,3712662.717585229,4.582465815312346,5.092028350589563,190.95855604939288,149.02783203754544,-0.056063364033601425,-0.056063364033601425
-2886.4086956521737,-1135.608695652174,949.7130434782608,7055.817391304347,5368.869565217391,-3461.878260869565,2128.4657201904397,2040.6321505150772,2296.3108478400272,21567.967996150255,14668.56363896874,21272.847426102555,3590.305646429369,2337.273612380552,2484.777780283642,22657.62914090873,15627.388735667011,21531.66473460606,14036.0,3898.965217391304,22.0,43699.0,16997.904347826086,23.0,1741.0510060628235,1741.0510060628235,6641732.149298224,6641732.149298224,4.159805055632959,1.9620914439971,155.46989708079752,59.50720189276251,-0.05625137703843593,-0.05625137703843593
-2839.4473684210525,-1089.6754385964912,1260.078947368421,3883.061403508772,4899.561403508772,-1265.0,2344.75397582664,2251.085152379834,2248.841109919647,17457.856960443947,15298.16014419145,18955.1589554484,3679.8152735386625,2501.8067348611266,2574.717339280757,17836.921192369693,16087.553936168259,18992.683603328423,14646.0,3542.6754385964914,15.0,53463.0,16853.429824561405,15.0,2340.3491642754225,2340.3491642754225,9691620.494340379,9691620.494340379,4.699554238517057,2.5135329957543484,196.46964044074045,84.93417430982306,-0.05592463827559588,-0.05592463827559588
-2917.3070175438597,-979.719298245614,1129.140350877193,3963.4912280701756,5422.236842105263,-3212.6929824561403,2136.014412342139,1870.6450482408377,2281.996167221605,20239.079917651594,15386.605738666727,20361.802257082483,3619.595541764979,2113.8039005131395,2544.9383441330356,20599.29971684866,16352.232550778406,20589.282458761565,12822.0,3588.0087719298244,7.0,44295.0,16499.859649122805,162.0,2080.1271613522244,2080.1271613522244,6231444.4982485315,6231444.4982485315,4.414621750373015,2.2661437047556046,164.68472092077283,50.538382643303926,-0.05727078336852956,-0.05727078336852956
-2924.5913043478263,-1134.513043478261,1094.6782608695653,4859.904347826087,5242.869565217391,-2340.4347826086955,2230.4949951664275,2221.724849570889,2010.899501560397,18006.524239545353,13825.942200508403,18959.471137903085,3678.0638668592546,2498.622456996794,2291.9403437110736,18617.615740732355,14783.616454063922,19081.61604085028,15714.0,3322.1304347826085,17.0,50829.0,16234.269565217392,533.0,2007.1003412008286,2007.1003412008286,7431897.941328416,7431897.941328416,5.415787029991707,2.4691173393648835,217.53466981012187,83.00192960529678,-0.05684263423097295,-0.05684263423097295
-2843.7280701754385,-863.8333333333334,1136.938596491228,5156.991228070176,6271.833333333333,-2121.5087719298244,2035.4060043482602,1675.84495264684,2183.859426663509,20460.467524138458,15578.267551643052,19737.83285267811,3502.3462223777233,1889.7531143864624,2460.6381197039823,21062.653034479707,16786.132751862708,19834.28106330667,11082.0,3277.254385964912,46.0,48091.0,15631.070175438597,195.0,1363.0066702465178,1363.0066702465178,4404032.440457599,4404032.440457599,3.861714926357324,2.3771768605217103,147.92070374857698,85.83988585049494,-0.05573244352150686,-0.05573244352150686
-2857.1391304347826,-1019.8782608695652,1078.6,4475.730434782608,3604.0782608695654,-1690.095652173913,2061.8205164061355,2001.9617712149493,2069.2976124867782,18254.660545185034,15337.655831894275,19238.65108562253,3523.791859569066,2253.491821885393,2333.9027307327397,18766.246435509176,15761.286809913328,19297.937653947694,14220.0,3189.269565217391,28.0,81961.0,17594.147826086955,307.0,2563.3918519581234,2563.3918519581234,15076781.96058873,15076781.96058873,4.570612370746546,4.612210121985949,194.16699810101898,124.68446835827898,-0.05611889249154092,-0.05611889249154092
-2742.9912280701756,-791.5877192982456,1090.482456140351,4211.824561403509,6723.69298245614,-1492.7543859649122,2135.726558713516,1736.937890093655,2216.274719520166,20322.214214254793,14990.635254640207,18460.275168814118,3476.5447267138825,1914.5940548160183,2468.782918057241,20738.506881322646,16426.326305232247,18505.078786504444,12152.0,3341.0087719298244,95.0,40213.0,15422.061403508771,97.0,1301.4382123852627,1301.4382123852627,5162718.399444693,5162718.399444693,4.697267696090186,1.99886635156234,168.43918490774968,69.4584440007713,-0.056396027759588276,-0.056396027759588276
-2319.7391304347825,-416.74782608695654,913.5739130434782,7076.921739130435,3412.7130434782607,-6054.991304347826,1735.2841692329432,1713.5995169012378,1727.0391410930526,14445.906660055098,11843.390801890991,17071.86266632229,2890.291852271038,1766.3659672997503,1951.3078089367118,16085.856817876298,12326.479393001351,18050.32272384022,14441.0,2621.191304347826,23.0,48263.0,13656.747826086956,55.0,1513.5213556667882,1513.5213556667882,6718908.762797942,6718908.762797942,8.398150516062081,3.2098225886756624,276.40498808650176,117.5084963278926,-0.05552658369490023,-0.05552658369490023
-2748.9824561403507,-651.7105263157895,1046.201754385965,4306.166666666667,6122.201754385965,-2400.6315789473683,1959.157791245413,1664.7685704953938,2314.574914561072,20052.053966807704,15098.74965541846,19885.98841870651,3372.708812933916,1784.5728050408109,2538.0616878986507,20481.87698811172,16316.853817449,20016.339147736107,11446.0,3133.3333333333335,17.0,45050.0,17416.508771929824,145.0,1874.9567622585514,1874.9567622585514,5073397.988303563,5073397.988303563,4.198939528953951,2.0269878941834953,163.0227431129468,50.266032717362286,-0.057031435768285996,-0.057031435768285996
