ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
1871.3508771929824,-773.8684210526316,-233.3421052631579,-1827.9736842105262,1954.4912280701753,-2185.09649122807,110.49812922577952,195.3372349332384,87.7932528855342,2464.772133790107,3217.287755027944,1534.9741414609318,1867.2725583099923,792.027273365246,248.2803487571003,3073.757519628652,3775.1835112825506,2680.6744945282026,1393.0,864.140350877193,427.0,4704.0,2264.8947368421054,12.0,18722.10341710586,18722.10341710586,6437975870.989641,6437975870.989641,1.6623746900585323,2.0392551947534567,46.75329915721405,-25.033124109280784,-0.05631084199479312,-0.05631084199479312
1964.0701754385964,-461.4122807017544,-114.44736842105263,-194.56140350877192,-109.24561403508773,145.64912280701753,69.94306011938568,51.72876679526336,122.23628537891543,3906.413153609143,1507.9158704397298,1965.3373076884454,1957.3042103694113,462.6497955617546,166.64725325532328,3910.3350307398955,1513.9263754144185,1972.3118637069795,1669.0,1388.2105263157894,842.0,11891.0,3014.280701754386,9.0,-8186.148130622567,-8186.148130622567,250116856.76422545,250116856.76422545,3.92531349858563,6.785521564272849,-116.26593154032867,236.47012213167812,-0.056108645099885744,-0.056108645099885744
1983.1052631578948,-426.87719298245617,-338.6929824561403,-1717.3070175438597,866.2543859649123,245.17543859649123,92.61982279235674,157.28020769795052,193.67771494923798,6339.994523781307,3159.334282067934,2796.4858225212897,1976.8332464349455,453.6393961665873,390.69424263491544,6561.151211433726,3273.3470570870345,2806.530598443566,1874.0,1217.5350877192982,708.0,16924.0,7459.070175438596,503.0,-4034.577788326037,-4034.577788326037,84854093.90271825,84854093.90271825,1.9369397540505164,2.7291387061460823,25.752876761690867,45.16669913495996,-0.05691772414236493,-0.05691772414236493
2084.815789473684,-517.4649122807018,-340.0877192982456,-2650.3070175438597,-3284.4298245614036,420.4736842105263,470.6195391456869,456.01906791449426,649.5219682594868,15949.225856443341,8025.832400590694,12830.491330929057,2127.7153528625527,689.5606852166757,731.4879092667962,16159.967035477495,8671.313724605188,12838.881306816662,3480.0,1282.2456140350878,55.0,73967.0,16115.508771929824,44.0,-1125.6889863888632,-1125.6889863888632,42470341.938628964,42470341.938628964,5.578475602238333,7.695569890841164,150.15798234285427,269.6680513434451,-0.05650623973101047,-0.05650623973101047
2956.438596491228,-1425.5964912280701,-245.2719298245614,-17155.333333333332,5510.8859649122805,11151.815789473685,2865.064418856487,2250.3495200197,2043.6586561169215,15859.385481102547,10398.224763955119,20484.090687360807,4111.120648005376,2662.4453078972083,2058.5988315169147,23283.126204230077,11818.958665576105,23235.755167451614,13730.0,3889.9561403508774,22.0,35657.0,16116.245614035088,1059.0,4445.381080521524,4445.381080521524,57358690.26748942,57358690.26748942,2.685578550203277,2.049123550254632,119.2231644858755,29.15182609122627,-0.05688222269127092,-0.05688222269127092
3583.4122807017543,-2462.280701754386,-124.34210526315789,-9392.245614035088,7635.973684210527,3170.964912280702,3655.8738007865963,3707.8620954802973,2738.0905858741394,20096.163536427037,12342.884635129123,23212.82818058621,5097.123892322435,4461.02594603843,2742.001457189268,22115.18054632363,14486.867360511473,23444.95064105283,14674.0,4715.561403508772,9.0,35576.0,17513.815789473683,165.0,2209.525397793045,2209.525397793045,30677531.34707972,30677531.34707972,2.0748311365885095,2.075396712562094,83.38567407341968,-17.62068468198229,-0.056989479155745995,-0.056989479155745995
3667.8695652173915,-3503.913043478261,-580.9826086956522,-5305.078260869565,7427.669565217391,-27.22608695652174,3931.933948007859,4395.411253958795,3225.3043807763656,22654.77095816471,16447.777650630196,24313.00368003074,5316.893214291022,5583.24399859312,3284.165611722008,23337.745996747322,17954.729345241314,24312.69997543778,16012.0,5719.530434782609,3.0,43804.0,19317.747826086958,5.0,1405.4908797132111,1405.4908797132111,19395510.38499898,19395510.38499898,2.139586186074139,1.7033736291849342,66.2771060043864,11.759362831884594,-0.05678380376270848,-0.05678380376270848
3496.9122807017543,-2381.0438596491226,-771.9561403508771,-6638.675438596491,7992.859649122807,7042.991228070176,4051.701640297385,3661.4171552211324,2730.4718110474887,20517.60681545097,10653.519923158541,23207.52705675027,5366.293080055601,4364.627068532708,2834.579799608908,21566.766529433375,13259.273674241023,24252.75884017423,13435.0,4201.631578947368,41.0,38371.0,18455.491228070176,282.0,-375.51649728208315,-375.51649728208315,25956157.23594413,25956157.23594413,2.4328579639190817,2.3497332549385446,99.7335221761329,15.830402713120982,-0.05580297984338956,-0.05580297984338956
3262.59649122807,-1989.0350877192982,-384.9298245614035,-9655.763157894737,6734.991228070176,7462.403508771929,3396.5347127245577,3723.7256353145945,2748.064774310122,18919.29231684641,11852.252551162965,22719.066862774598,4704.5698910367055,4230.239211850044,2774.866761460746,21233.367831845615,13609.941128364364,23859.967027300343,13832.0,4604.017543859649,128.0,55748.0,19108.36842105263,182.0,-196.1301285097287,-196.1301285097287,18594300.191612426,18594300.191612426,2.7661720522413207,4.767161280487985,126.08508670663387,79.26071147438377,-0.05748011446464741,-0.05748011446464741
3318.3684210526317,-2034.4122807017543,-577.7280701754386,-8127.368421052632,7169.850877192983,6410.350877192983,3317.860728423329,3586.871503395835,2465.4817119403137,18538.74234801253,11026.198164491676,22633.62941150813,4689.334279240086,4129.66087877494,2531.1485067371877,20203.32065245624,13161.628076450384,23476.906768216053,12440.0,4285.80701754386,48.0,36146.0,17103.640350877195,412.0,251.99614776579742,251.99614776579742,12319092.0030398,12319092.0030398,2.4840254213157285,1.90286109751037,102.90062245403537,19.961385659856045,-0.05754274525473839,-0.05754274525473839
