ax_mean,ax_std,ax_rms,ax_max,ax_mean_dup,ax_min,ax_kurtosis,ax_skew,ax_energy,ay_mean,ay_std,ay_rms,ay_max,ay_mean_dup,ay_min,ay_kurtosis,ay_skew,ay_energy,az_mean,az_std,az_rms,az_max,az_mean_dup,az_min,az_kurtosis,az_skew,az_energy,gx_mean,gx_std,gx_rms,gx_max,gx_mean_dup,gx_min,gx_kurtosis,gx_skew,gx_energy,gy_mean,gy_std,gy_rms,gy_max,gy_mean_dup,gy_min,gy_kurtosis,gy_skew,gy_energy,gz_mean,gz_std,gz_rms,gz_max,gz_mean_dup,gz_min,gz_kurtosis,gz_skew,gz_energy,acc_max,acc_mean,acc_min,gyro_max,gyro_mean,gyro_min,a_top1,a_top2,a_top3,a_top4,a_top5,a_max_freq,a_energy,a_entropy,g_top1,g_top2,g_top3,g_top4,g_top5,g_max_freq,g_energy,g_entropy
-2754.1414141414143,1599.0861026975454,3184.708980884956,-263.0,-2754.1414141414143,-7825.0,1.3623238708918066,-1.1635549894167274,1004094758.0,-319.8686868686869,960.8479908626236,1012.6918773170042,1453.0,-319.8686868686869,-2124.0,-1.0913172918997598,-0.011466397563304689,101528939.0,84.63636363636364,2110.2610037936615,2111.9575796359686,4672.0,84.63636363636364,-6705.0,2.332263189911589,-1.0886190931454964,441576117.0,7388.090909090909,20619.583519239353,21903.221493375782,32767.0,7388.090909090909,-32768.0,-0.6929058326353701,-0.4721472796962076,47495360067.0,2404.080808080808,16592.740530017953,16765.99662496336,32767.0,2404.080808080808,-21412.0,-1.0042330587097958,0.4949837680006964,27828765640.0,-1776.949494949495,20613.097584981115,20689.546673515,32767.0,-1776.949494949495,-32768.0,-0.8972600670864304,0.516689768272965,42377676814.0,10142.851916497648,3495.9353932203294,1405.352624788526,56754.686167751825,32330.364671555493,12040.203403597467,99068.86535353535,99041.2570593296,98958.46081834521,98820.56252066894,98627.7052004528,0.0,346734446450.3446,3.9814143756957114,443562.5114141414,443432.6995233493,443043.3981161457,442395.0098263083,441488.20517123316,0.0,6749525504759.355,3.9486665076345195
-2972.76,2302.3980460380867,3760.0982407378665,-478.0,-2972.76,-8858.0,0.10303779020680404,-1.1371357793460741,1413833878.0,-642.08,2494.915921148446,2576.2127590709583,3108.0,-642.08,-6414.0,-0.4341100682770289,-0.7534050311513955,663687218.0,424.62,2389.368225200963,2426.805031311745,3403.0,424.62,-7569.0,2.860405959093117,-1.8610263606945219,588938266.0,6419.93,18303.000699478216,19396.27118314239,32767.0,6419.93,-32768.0,0.030022469154705966,-0.8316343366504775,37621533581.0,1999.28,15319.86222005929,15449.766954876699,32767.0,1999.28,-21498.0,-0.9993381016578269,0.42098414261173983,23869529896.0,-169.12,19305.429377395365,19306.170128225847,32767.0,-169.12,-32768.0,-0.7724904309927525,0.558977922576367,37272820502.0,11764.467306257433,4254.626126321145,829.1748910814895,56703.349080984626,29118.645897694434,9650.154558347758,17576.868910089288,17574.511476574047,17543.308522267405,17535.596288466415,17474.515447353988,33.0,10856588109.777504,3.9843414038758707,110281.22541225322,110211.69736692744,110181.22028438249,109975.67675318294,109908.84241856182,33.0,492931405190.2581,4.095550518416041
-2562.15,1808.8819385189297,3136.3460411759415,365.0,-2562.15,-8551.0,1.5756549055811035,-1.1655891964213059,983666649.0,-111.96,902.1022771282645,909.0234100395875,1437.0,-111.96,-1610.0,-1.1182632699360446,0.05745335587617111,82632356.0,233.83,2515.1989386726455,2526.044768011842,8121.0,233.83,-7887.0,3.7420609372881373,-0.814038172668105,638090217.0,7082.68,20800.45426757791,21973.239490798802,32767.0,7082.68,-32768.0,-0.7122193625642232,-0.4703730807551883,48282325372.0,1864.3,17172.00812281429,17272.91166711623,32767.0,1864.3,-23725.0,-0.9781236974713372,0.45568329276876535,29835347746.0,-2327.07,20051.707510461547,20186.28813997264,32767.0,-2327.07,-30905.0,-0.8949535675180358,0.6802657750980118,40748622887.0,11637.985478595512,3452.941675450116,997.6041299032397,56754.686167751825,32604.05102095365,7700.84313565729,16556.799733459793,16549.85496613937,16540.26688139137,16519.300091255278,16500.425989740106,34.0,11503192014.490923,4.118682659850275,56319.74100260786,56278.53648528598,56263.062460837864,56140.49835189668,56107.62293388045,37.0,122494042367.70079,4.07035497947127
-2628.0,2254.76785057797,3462.7102188892445,-708.0,-2628.0,-9039.0,1.0933501856320884,-1.5611569905036329,1199036206.0,-673.4,2410.947013105016,2503.2245324780597,2352.0,-673.4,-6172.0,-0.5222238835061019,-0.9128316266009316,626613306.0,772.25,2323.9513651322395,2448.9017967244013,4512.0,772.25,-8123.0,4.7933444382434605,-2.077961407216073,599712001.0,6485.86,17350.975902248265,18523.57267645742,32767.0,6485.86,-32768.0,0.27643122012453203,-1.0075547764057418,34312274470.0,3158.56,14844.200864526189,15176.521359652877,32767.0,3158.56,-22845.0,-0.8764604781488217,0.260742678185484,23032680058.0,-2370.17,20523.59680565519,20660.003186592203,32767.0,-2370.17,-32768.0,-0.8710846381375701,0.6889509263706319,42683573167.0,11950.948163221192,3897.088329913624,1115.432203228865,56754.686167751825,29658.17126559919,9850.104720255516,11109.795578167803,11103.000253184618,11099.100807558933,11078.869300057708,11070.788735818867,40.0,4897657518.597407,4.064863276562423,40398.30181922319,40364.392371277914,40363.3623247381,40262.29591047073,40259.03844661192,38.0,63141520188.30282,4.057528392117966
-2508.89,1548.0577889407102,2948.052229862965,-779.0,-2508.89,-7274.0,1.9131440376131161,-1.6204302848388845,869101195.0,262.64,853.4098138643591,892.9098946702293,1491.0,262.64,-1612.0,-0.8686703450289874,-0.6131501728845155,79728808.0,335.04,2430.0665584300364,2453.0542757957883,5072.0,335.04,-7428.0,2.541851091275092,-1.3899074432901226,601747528.0,5646.2,18429.215502565483,19274.738869307672,32767.0,5646.2,-32768.0,-0.0929761045727,-0.6908971436621021,37151555848.0,3004.18,16782.104641182523,17048.87485026505,32767.0,3004.18,-22423.0,-1.1334265421879288,0.44008688658890316,29066413366.0,-1265.54,19498.547159939888,19539.57350711627,32767.0,-1265.54,-32768.0,-0.6354223902249556,0.5677527955436462,38179493284.0,9859.346225790025,3378.304689327796,1371.0164112803318,56754.686167751825,29831.896306184608,7432.18978498262,7001.990808740579,7000.947589147605,6989.288492856053,6986.229694938721,6962.793307435357,41.0,1765745155.7321203,3.9990799296704913,32996.20326262465,32991.230596776506,32946.74301574411,32931.69110491707,32843.090986427575,38.0,43187064034.457825,4.089706446255536
-3024.25,2398.344743255231,3859.8115977337548,-816.0,-3024.25,-9132.0,0.6931529862590882,-1.3481292446985151,1489814557.0,-880.46,2556.2348656569097,2703.6172991013354,2603.0,-880.46,-7887.0,0.8708987044171965,-1.2292514595657125,730954650.0,385.35,2568.7578919586795,2597.5010548602286,4139.0,385.35,-8688.0,2.8165098502851507,-1.5939649674273495,674701173.0,6555.79,18625.348985345212,19745.430037099726,32498.0,6555.79,-32768.0,-0.37684151209690064,-0.7164836736818228,38988200735.0,2114.59,15252.287531445898,15398.174106367287,32767.0,2114.59,-21666.0,-0.6634240374732037,0.5496396318729685,23710376581.0,-3115.51,19543.459582937205,19790.230292495333,32767.0,-3115.51,-29650.0,-0.6537501013666125,0.9004912322342309,39165321503.0,13897.814252608214,4265.667895891254,1208.6082905557118,56754.686167751825,29512.91856219231,7154.4781780364665,9098.050870374112,9095.8815457751,9088.51432765361,9081.970463502748,9067.326642105523,45.0,3562496779.404847,4.110873081332749,25547.994404873254,25542.5751219571,25505.146150659602,25489.049372813446,25413.960327304012,37.0,23943526528.286503,4.012874954409423
-2275.94,1125.155063269059,2538.873135861656,-784.0,-2275.94,-7259.0,3.422862000050638,-1.5683270385254393,644587680.0,213.34,877.8674526373558,903.4186294293471,1281.0,213.34,-2074.0,0.04139143418301128,-1.047740054598921,81616522.0,873.29,1518.340095597821,1751.5684599809395,5647.0,873.29,-4063.0,2.368284559234585,0.4882303397278928,306799207.0,9740.8,17500.787152582594,20028.997368815046,32767.0,9740.8,-32768.0,0.4370390408786804,-0.9509084930059294,40116073560.0,-13.56,16791.792307148156,16791.797782250713,32767.0,-13.56,-21825.0,-0.9754246149066845,0.5556348411745167,28196447276.0,-2550.06,18594.222918863805,18768.26928515253,32767.0,-2550.06,-31631.0,-0.3002612426662279,0.7702875592488948,35224793196.0,7799.463250762837,2921.026648364382,1584.3923125286867,56754.686167751825,30486.633711028644,14872.659681442321,5116.339455093791,5112.444977092847,5111.299076195612,5099.743627078597,5097.214668639408,51.0,1057579009.8474848,4.06990469173084,32249.220722509548,32235.644494835236,32218.35793072103,32177.74150354584,32143.02319546484,39.0,44539235039.364815,4.137742203298089
-2980.1,2183.5640155488913,3694.4482429721493,-771.0,-2980.1,-7719.0,-0.6723196192048828,-0.8697506320461317,1364894782.0,-781.08,1966.054427934283,2115.5273526948313,2288.0,-781.08,-4687.0,-0.9783648350412162,-0.30977899018170707,447545598.0,380.16,2200.6653117636947,2233.259823665845,3450.0,380.16,-6472.0,1.7815622637303843,-1.3759942735180444,498744944.0,4790.2,18462.143405357892,19073.45682250598,32767.0,4790.2,-32768.0,-0.4159625182378206,-0.7001657646848832,36379675516.0,4320.64,15422.810935442347,16016.586002016784,32767.0,4320.64,-22222.0,-0.9714565280200378,0.12800257543762406,25653102716.0,-1535.23,20696.75002161209,20753.61155582324,32767.0,-1535.23,-30334.0,-0.9783600469745282,0.7005949237650665,43071239261.0,10297.431427302636,4048.6754783340107,1135.473909871997,56754.686167751825,30017.4518120158,3621.5634745231237,5226.668335000379,5222.991691619975,5222.950706619713,5211.920855111616,5211.8558914561145,49.0,1212353558.3162928,4.189911795365621,20657.47079836616,20653.9637832187,20621.10731673308,20610.7101152472,20544.83110576528,41.0,15942446043.738062,4.061862913232527
-2773.09,1462.035732087284,3134.896590001016,-662.0,-2773.09,-7991.0,2.8670003150719108,-1.5364272157411858,982757663.0,-303.74,982.0402397050743,1027.9401830845995,842.0,-303.74,-2561.0,-1.100987749048263,-0.599079445111655,105666102.0,660.56,1913.375171366034,2024.1897292497065,6042.0,660.56,-4697.0,2.053549338936021,0.8938042604711645,409734406.0,12580.29,19843.188043404218,23495.01666758294,32767.0,12580.29,-32768.0,-0.17051252337156386,-0.9133791150590267,55201580821.0,2992.6,19640.219987566335,19866.90453794954,32767.0,2992.6,-25325.0,-1.5606610767480302,0.25033440012320873,39469389592.0,-4037.17,19244.873769944556,19663.771459971762,32767.0,-4037.17,-32768.0,-0.24874190998948364,0.6786944713568647,38666390803.0,8994.448510053298,3391.0793006871477,1493.0857309612197,56754.686167751825,35202.771717162264,20280.596884707313,4731.646267689446,4730.977544916978,4726.186232438742,4724.2443467052235,4714.546938424984,54.0,945918350.2829536,4.120307995252399,28244.20954764901,28234.428969465072,28217.734674478987,28188.287956230153,28155.17630553817,44.0,34859115940.28554,4.134720192326563
-3147.27,2217.318131685212,3849.9101483021655,-874.0,-3147.27,-10575.0,0.47996600095702346,-1.1160081470423795,1482180815.0,-1274.63,2468.736116538177,2778.369962765938,3058.0,-1274.63,-8021.0,-0.3719024762594332,-0.39033563501759166,771933965.0,303.12,2307.223878517211,2327.050442083282,6102.0,303.12,-6292.0,1.298976184705797,-0.877125807434241,541516376.0,6165.51,20532.071105709234,21437.804399005043,32767.0,6165.51,-32768.0,-0.7762357945164546,-0.6076977521470304,45957945745.0,5051.05,14803.52059570628,15641.525760935216,32767.0,5051.05,-14675.0,-1.2344689738897878,0.34553661193328794,24465732813.0,-270.4,20133.495913030107,20135.31161517,32767.0,-270.4,-32768.0,-0.9598458119659581,0.5061555923066547,40543077384.0,13291.770611923755,4443.673792079418,1034.5984728386177,56754.686167751825,31168.56342437367,6991.764369599422,3628.1298942293915,3534.4305274113567,3439.188730873535,3342.79098053827,3245.644207274739,0.0,368806364.4770319,4.17850688584137,15804.389953882099,15792.757246587604,15787.120288561226,15752.053972554631,15741.205303945602,46.0,10861506645.66349,4.194005355063454
