ax_mean,ax_std,ax_rms,ax_max,ax_mean_dup,ax_min,ax_kurtosis,ax_skew,ax_energy,ay_mean,ay_std,ay_rms,ay_max,ay_mean_dup,ay_min,ay_kurtosis,ay_skew,ay_energy,az_mean,az_std,az_rms,az_max,az_mean_dup,az_min,az_kurtosis,az_skew,az_energy,gx_mean,gx_std,gx_rms,gx_max,gx_mean_dup,gx_min,gx_kurtosis,gx_skew,gx_energy,gy_mean,gy_std,gy_rms,gy_max,gy_mean_dup,gy_min,gy_kurtosis,gy_skew,gy_energy,gz_mean,gz_std,gz_rms,gz_max,gz_mean_dup,gz_min,gz_kurtosis,gz_skew,gz_energy,acc_max,acc_mean,acc_min,gyro_max,gyro_mean,gyro_min,a_top1,a_top2,a_top3,a_top4,a_top5,a_max_freq,a_energy,a_entropy,g_top1,g_top2,g_top3,g_top4,g_top5,g_max_freq,g_energy,g_entropy
-2942.21875,1682.4911230766631,3389.3107783269643,-1004.0,-2942.21875,-7761.0,0.22905980395350012,-1.084070686169313,1102793045.0,-520.0208333333334,1066.4378496030477,1186.4701235878915,627.0,-520.0208333333334,-3473.0,-0.08700556409618843,-0.9732994683197871,135140290.0,59.979166666666664,2326.3015218151118,2327.0746165160526,3241.0,59.979166666666664,-7295.0,2.7512596939260714,-1.7725086107160157,519866522.0,13577.520833333334,19995.62234693466,24169.691454812437,32767.0,13577.520833333334,-32768.0,-0.4000268159898641,-0.7606475944950117,56080702562.0,1987.03125,15252.170615640476,15381.059835950296,32767.0,1987.03125,-24563.0,-0.7291962948969042,0.3252835327346004,22711392161.0,-6179.854166666667,20244.615560367303,21166.838609209768,32767.0,-6179.854166666667,-32768.0,-0.5640465268122341,0.7192501068868646,43011365444.0,11203.208245855292,3655.785108399512,1465.2115888157587,56754.686167751825,34390.289245823726,9177.24866177222,108735.10158934708,108705.09246051373,108615.0953512661,108465.2010568176,108255.56078075778,0.0,418605978085.3112,3.9807812183509115,433628.46778350516,433502.3415628313,433124.0953272738,432494.1261923693,431613.09547138057,0.0,6480198437884.884,3.9532137965852816
-3256.2886597938145,2483.979733962695,4095.5550484200767,-313.0,-3256.2886597938145,-10391.0,-0.5541114230407724,-0.7738729374771206,1627036402.0,-1527.2164948453608,3157.5277756752844,3507.4737171201527,3831.0,-1527.2164948453608,-10347.0,0.176324058753758,-0.648798416188942,1193330072.0,493.45360824742266,2613.2052957911474,2659.3868431357064,4970.0,493.45360824742266,-8039.0,2.2998943672355443,-1.398672360456887,686016823.0,7024.0,20198.642473522716,21385.082038028188,32767.0,7024.0,-32768.0,-0.7094192796793051,-0.44905283199737317,44360208176.0,6020.484536082474,15046.469275961097,16206.247922380106,32767.0,6020.484536082474,-22195.0,-0.8067475355994227,-0.01324194626817524,25476319757.0,-632.9175257731958,21255.74927667302,21265.170159376023,32767.0,-632.9175257731958,-32768.0,-1.1362869895556,0.471784054086455,43864123805.0,14757.447408003865,4931.22472327424,799.2915613216494,56754.686167751825,32199.24990383045,6643.212250109129,22117.719399814756,22105.916246223318,22091.5137791159,22056.871391858043,22026.57189102519,35.0,18638789517.23242,4.030815419150632,90682.58996994038,90630.04804355551,90567.5995446678,90407.04917685162,90288.18648012767,32.0,299512609984.1618,3.986117863882408
-2982.4845360824743,1863.1533967061794,3516.611236350823,-1016.0,-2982.4845360824743,-8363.0,0.19486561390521429,-1.069125790895599,1199555795.0,-210.1237113402062,950.8175240691285,973.758665247365,1344.0,-210.1237113402062,-2640.0,-0.5394272376063545,-0.49393316144971416,91975976.0,181.50515463917526,2901.5803128345597,2907.25169756416,5652.0,181.50515463917526,-9247.0,3.1586914780213284,-1.5964405275925928,819854906.0,9077.37113402062,22884.593132309165,24619.16467990095,32767.0,9077.37113402062,-32768.0,-1.1325436307724361,-0.5295064329097489,58792017145.0,1126.721649484536,19302.614505215453,19335.47073159511,32767.0,1126.721649484536,-31402.0,-1.0564482419078907,0.20462512042583067,36264461556.0,442.63917525773195,19138.99605796811,19144.11396608346,32767.0,442.63917525773195,-32768.0,-0.6304072316672773,0.44544392001494165,35550218656.0,12586.185363325934,3902.1939236529442,1596.8813356038702,56754.686167751825,34718.409867372444,5404.643373988703,12051.159543853619,12050.002665521391,12029.923542850249,12026.652854305577,11986.134247001968,36.0,5401296664.029967,4.032872938359502,66163.60558586258,66115.29880867369,66107.80746964042,65962.02881106026,65948.92690005485,34.0,174569266464.04532,4.077451377226195
-2609.3854166666665,1776.0598793970864,3156.4665288763426,-613.0,-2609.3854166666665,-8844.0,1.1408071285468067,-1.1042381502804228,956474971.0,-991.28125,2428.513784632164,2623.0359735905263,3283.0,-991.28125,-8305.0,1.2014503238164522,-0.8644627546751933,660510501.0,775.7708333333334,2302.1397812649516,2429.334879824791,4712.0,775.7708333333334,-7038.0,2.3052573458326577,-1.1000961890297114,566560124.0,12970.166666666666,17386.510971551736,21691.380479927968,32767.0,12970.166666666666,-32768.0,-0.14911153926936338,-0.6478271795181696,45169534764.0,1498.7083333333333,14294.439666292063,14372.791379605656,32767.0,1498.7083333333333,-19533.0,-0.9494516474028605,0.2847316995036382,19831404676.0,-4974.645833333333,17416.67197626265,18113.18756861512,32767.0,-4974.645833333333,-32460.0,0.033678480975887215,0.9259633771662732,31496406134.0,12650.187745642355,4081.074189307305,1130.8589655655562,56754.686167751825,29907.975002705443,7431.287035231515,11101.581519403495,11098.271092286728,11088.141610946328,11078.110644670307,11058.08142480931,38.0,5063434708.493593,4.107609032702494,45051.87419129088,45039.135194768394,44988.138989919826,44949.44787795786,44848.53327823572,37.0,77954214313.26384,4.0468637613558585
-2685.0103092783506,1813.3388836922386,3239.9812141494335,-784.0,-2685.0103092783506,-8216.0,1.242225394949025,-1.4014675979478868,1018255392.0,-68.08247422680412,1005.0150501012215,1007.3184572054679,1224.0,-68.08247422680412,-2310.0,-0.7549607602132693,-0.7718810757477845,98424976.0,183.53608247422682,2831.9782785797524,2837.9193899611605,6156.0,183.53608247422682,-8051.0,1.5706509354889668,-1.060270028159516,781217287.0,5713.18556701031,19014.727769035067,19854.479631901922,32767.0,5713.18556701031,-32768.0,-0.43849892284912206,-0.6249260387159292,38237435061.0,3854.6288659793813,16264.75175639982,16715.271861138022,32767.0,3854.6288659793813,-18380.0,-1.0558336906894306,0.45453991265508475,27101830399.0,-1615.1855670103093,20674.47190182069,20737.468814564894,32767.0,-1615.1855670103093,-32768.0,-0.9107859645463137,0.48529760148200873,41714133445.0,11408.49722794374,3705.731874791834,1291.2265486737795,56754.686167751825,31107.967864340295,10158.208946462953,8525.073360040049,8524.194066063299,8511.994320130674,8509.376216483957,8484.96495276599,39.0,2919407839.0903625,4.1089536831888,37049.52533955476,37027.640452205465,37022.08277290667,36957.995192082824,36943.93072890058,40.0,63907905329.53845,4.141606175374926
-3249.618556701031,2750.2880390606324,4257.24148502944,-481.0,-3249.618556701031,-10876.0,0.5762832755432221,-1.2669240171559266,1758038191.0,-1493.2886597938145,2946.280370190235,3303.101427633901,3033.0,-1493.2886597938145,-8816.0,-0.0031630523952363987,-0.799842197968617,1058316467.0,464.10309278350513,3390.989486965727,3422.601551662609,5394.0,464.10309278350513,-9040.0,0.8398332000114133,-1.179465324595023,1136277534.0,1949.618556701031,20139.564248320592,20233.710994992143,32767.0,1949.618556701031,-32768.0,-0.6918817533145898,-0.24346051460659707,39712096881.0,8873.577319587628,16123.585525644863,18404.086085689898,32767.0,8873.577319587628,-21024.0,-0.964207029859371,-0.2324593672429456,32854907311.0,3199.6082474226805,20785.55816915271,21030.380912865232,32767.0,3199.6082474226805,-28307.0,-1.3337257714281876,0.3527385609423629,42900861370.0,14365.901746844853,5219.60697954553,1175.7971763871521,56754.686167751825,32191.168343423717,10102.503699578634,8290.640101430103,8290.073120224131,8278.825215966366,8277.064620719577,8254.713274371647,43.0,2829686290.664346,4.095047904633012,52826.48165744837,52817.29040114495,52784.11946896182,52756.85799537743,52690.007263720036,38.0,142592271219.8223,4.248972873998405
-3309.7083333333335,2361.675261319929,4065.9167836622855,-918.0,-3309.7083333333335,-9606.0,0.3716911314996656,-1.252146902980016,1587041212.0,-791.7604166666666,2452.626626635852,2577.2586069471827,3183.0,-791.7604166666666,-6114.0,-0.02476813449137172,-1.0423279622207071,637657145.0,201.79166666666666,2473.880899840819,2482.0972147225284,4285.0,201.79166666666666,-7573.0,2.4029050890359924,-1.458740449496857,591437432.0,8572.166666666666,21179.346997068213,22848.34305990991,32767.0,8572.166666666666,-32768.0,-0.5799379242200269,-0.7855396876797791,50116490936.0,1596.7708333333333,14863.784292337848,14949.30635793291,32767.0,1596.7708333333333,-20392.0,-1.0219961550661831,0.3248955027368114,21454249016.0,-4963.041666666667,19942.13757449112,20550.441202684677,32767.0,-4963.041666666667,-32768.0,-0.423336347143382,0.5603984730076547,40542780828.0,12685.163499143398,4369.863062974808,1595.179300266901,56754.686167751825,32628.784173259523,10180.641138946014,9826.161592286047,9824.168694544596,9816.838947007253,9810.851671691835,9796.228531572646,49.0,4360725959.340487,4.159394149241048,29353.004149439203,29348.18020919023,29320.451552253915,29306.671608481534,29249.93817163205,49.0,40478835909.4811,4.209755340111195
-2421.2061855670104,1963.599030699445,3117.3643589403778,-440.0,-2421.2061855670104,-8924.0,1.783118119532988,-1.378754203830492,942642173.0,-169.97938144329896,1435.6139889775632,1445.6419042985428,2965.0,-169.97938144329896,-2715.0,-0.7537893618080336,0.10562366441575918,202718410.0,67.72164948453609,2662.7909307862856,2663.651959788778,5176.0,67.72164948453609,-8867.0,3.2033324076418612,-1.7195919364828058,688219051.0,10057.536082474227,17588.084848568662,20260.67029223667,32767.0,10057.536082474227,-32768.0,-0.3667667057376285,-0.45199495237874837,39817991787.0,1608.0721649484535,14998.014998725957,15083.976597359555,32767.0,1608.0721649484535,-24196.0,-0.5589375553858953,0.11829521192913962,22070055949.0,-6541.618556701031,18515.912811029193,19637.51003989585,32767.0,-6541.618556701031,-32768.0,0.0035949489096371856,0.8193019661366961,37406284655.0,12596.413021173925,3518.0490857899426,720.9382775245049,56754.686167751825,30245.642164682653,6633.328802343512,6286.137091346753,6040.327954328451,5789.327281844426,5533.5129621558435,5481.510946799371,0.0,1308048957.9837687,4.048227182189647,20911.011020730733,20477.333532802233,20093.149202829627,20091.80218579272,20069.29031667946,0.0,21938164360.948166,4.219319446521803
-3407.1134020618556,2230.8079987632636,4072.459461045091,-538.0,-3407.1134020618556,-9176.0,0.20683892915332835,-1.041897814987471,1608737828.0,-1537.4329896907216,2651.910662717617,3065.3434327697673,2835.0,-1537.4329896907216,-6899.0,-0.5411721572545916,-0.7320652615426066,911444045.0,604.9896907216495,2552.672347422556,2623.384958250553,5141.0,604.9896907216495,-6231.0,0.7982729835681788,-0.809225294854535,667568418.0,8855.38144329897,23057.812656090497,24699.80779256573,32767.0,8855.38144329897,-32768.0,-0.8573243269647586,-0.6473580322601706,59177808984.0,3138.680412371134,16768.206113932018,17059.427042263444,32767.0,3138.680412371134,-26650.0,-1.0928183007343195,0.2382608066484372,28229332948.0,43.56701030927835,19060.773016803043,19060.822807068802,32767.0,43.56701030927835,-28652.0,-0.7948143952559139,0.4942219143136752,35241551710.0,11922.918141126358,4883.099668968661,1977.2227997876214,56754.686167751825,33713.76056112216,4263.785407358114,4627.595200653632,4520.954584305391,4409.5976099382715,4293.838389580061,4174.00255386278,0.0,455998857.8115153,4.067802955647632,21183.702719138542,21170.525547124096,21164.772323561923,21125.400124429125,21113.636267370694,43.0,18148872312.35073,4.070558794193768
-2936.7319587628867,1713.5973225422588,3400.1191716531494,-582.0,-2936.7319587628867,-7942.0,0.917640831750627,-1.056686363642608,1121398607.0,-618.1752577319587,1177.4880480520155,1329.8942636831393,2355.0,-618.1752577319587,-3377.0,-0.15185544217496805,0.2254542402313061,171556019.0,222.72164948453607,2282.337898591208,2293.1792813678667,5347.0,222.72164948453607,-6155.0,0.8887111997913304,-0.40850179901357636,510091108.0,10596.948453608247,21664.011215511233,24116.896534882486,32767.0,10596.948453608247,-32768.0,-0.434213525784116,-0.8673615637193824,56417595752.0,2463.237113402062,17003.515544183883,17181.009223504432,32767.0,2463.237113402062,-20121.0,-0.839651521355695,0.734983017715135,28633146560.0,696.7628865979382,18885.38358438462,18898.23250067277,32767.0,696.7628865979382,-22080.0,-0.9719527149146314,0.6784690394661568,34642889590.0,10600.165942097321,3793.9791137536095,1222.1595640504556,56754.686167751825,33043.93166863087,9436.805868512925,3594.276765171608,3592.8841621838974,3590.6034882136614,3586.4273261982376,3581.8788184993527,49.0,568853230.4303858,4.173832462500817,13702.855021985857,13702.434603224407,13674.415665586437,13673.188521705877,13617.16515050922,40.0,7200310692.560448,4.123564975762164
